t_ns,accx,accy,accz,gyrox,gyroy,gyroz,magx,magy,magz
9425661208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9464155689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9537988691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9604005958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9670507332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9734527032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9804022160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9869760744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9938566990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10005331097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10063050391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10128002930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10189976563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10254461325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10314008828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10373752419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10439470093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10505145898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10570473591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10634760252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10705805928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10769641592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10839171255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10903104273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10972030514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11039317922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11104829660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11169142319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11240408839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11304455189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11373755071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11437786143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11507409461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11571323994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11639986731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11706099376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11774039167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11839587875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11907838007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11973190638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12041560355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12106974530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12171196760,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12241536823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12308360681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12400234848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12467559166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12538224007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12609885609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12677870034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12743517807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12805777456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12874264393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12943736689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13007638197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13076448631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13143880460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13213703102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13269613985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13333521685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13385849499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13447696734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13506915781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13577518446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13641454449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13710779148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13775996854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13844566868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13910171750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13974379052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14038019329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14110497483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14174125067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14237337012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14298993520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14357762724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14417726167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14476930556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14546185023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14610066133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14678775027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14744391360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14812169830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14876388092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14947281542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15011161280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15079699043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15145298285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15213281578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15277517092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15347642082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15411654999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15481734112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15545688930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15614589674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15680214624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15744410615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15815344812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15879195505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15948999352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16012877035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16082554766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16146506649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16215930223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16281395954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16349289098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16401551399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16478574254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16574356440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16642579603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16712638208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16784132606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16853896558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16919612599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16982621253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17050739389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17116177068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17184742172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17248457040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17314358529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17379451532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17446208044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17513982145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17581118079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17679913355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17746859443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17815837722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17886155663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17953402946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18020015508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18086283625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18150851132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18220124484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18284133755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18353194438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18419222885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18486738591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18553851372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18619004737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18687215737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18753021046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18820614678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18886756047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18954410583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19020361214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19088051468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19153523491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19220472194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19287473596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19355042892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19420162505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19488798983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19554733634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19621906307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19687639109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19756387948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19820957459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19885480934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19949521573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20015459059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20084683379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20155333584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20222617465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20287211372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20352861109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20420083585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20485130251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20550657438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20619222111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20690420684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20760167704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20827643656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20892392924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20956768812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21024621079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21090105786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21158272804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21225211478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21293196885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21359492052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21426165058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21492824929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21558229977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21626478317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21692220858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21760200965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21826936888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21893611707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21960046697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22027013524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22092349161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22160575670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22226633112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22294038902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22360118354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22427841419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22493495855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22561247093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22627282683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22693855270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22760730526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22828492023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22893857206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22962004156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23027328141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23095846037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23161721066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23228448454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23296378988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23362893246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23428341174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23495536500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23562050237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23629995028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23695571777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23762373825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23829030360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23897607607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23961998172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24030758543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24096848194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24164538157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24231568643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24297915467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24364264987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24431719368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24497935827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24565148074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24630728892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24698702206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24764818918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24832428441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24898179968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24966218144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25031719493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25099196837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25164412139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25232465473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25299064049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25365583818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25432760388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25497199815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25592970890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25660027104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25730923350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25801543568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25870764713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25936247045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26000540669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26067651696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26133073616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26201301507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26267101125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26335775434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26402867065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26469231612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26534253902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26602113814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26667655318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26735351041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26802767291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26869422694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26936039915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27001801702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27069512113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27135196775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27202093150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27270206527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27336254601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27402899955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27468584066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27563190787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27629924707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27699987700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27771524738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
